"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x73c895094008a5c337d9a2be06008d630ddaf8085406d2aa60a86116d905b5dc","233274005","1721250164","2024-07-17 21:02:44","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","64.989947","$65.01","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xed7a52794e049157044f0250fa1e5b9beb51124fbbe45af0bbf4e3aab0421dc5","233318296","1721261284","2024-07-18 00:08:04","0x70d95587d40a2caf56bd97485ab3eec10bee6336","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","13.239273","$13.24","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x5f3e548df6fe2489c2e7e8f85652a5b01c6a530722db05553618fdc32cda5c58","233468721","1721300021","2024-07-18 10:53:41","0x8704ee9ab8622bbc25410c7d4717ed51f776c7f6","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","1.735878979382012117","$1.30","0x912ce59144191c1204e64559fe8253a0e49e6548","Arbitrum","ARB"
"0x5598d3b8dddac811218abecceafaa38c1ad1f8528048696715ac09a6ed5c34de","233956410","1721422539","2024-07-19 20:55:39","0x063ed6f59bd44d8bc99c3b170a3d52b49dcbcfff","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","396.02","$395.95","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x6854c5a200a48618b7bad156c64a90941f7eb0a2d2654cb997fc219ad41fcd24","234653976","1721597438","2024-07-21 21:30:38","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x724dc807b04555b71ed48a6896b6f41593b8c637","474.550189","$474.70","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x6854c5a200a48618b7bad156c64a90941f7eb0a2d2654cb997fc219ad41fcd24","234653976","1721597438","2024-07-21 21:30:38","0x0000000000000000000000000000000000000000","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","474.550189","$474.53","0x724dc807b04555b71ed48a6896b6f41593b8c637","Aave Arbitrum USDCn","aArbUSDCn"
"0xb86c07379f130101d247af56857f4bbbfd97429049196c87ddadf0ed6b3500bd","235271965","1721752571","2024-07-23 16:36:11","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x0000000000000000000000000000000000000000","474.550189","$474.57","0x724dc807b04555b71ed48a6896b6f41593b8c637","Aave Arbitrum USDCn","aArbUSDCn"
"0xb86c07379f130101d247af56857f4bbbfd97429049196c87ddadf0ed6b3500bd","235271965","1721752571","2024-07-23 16:36:11","0x724dc807b04555b71ed48a6896b6f41593b8c637","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","474.711449","$474.16","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x8dba110f9e42f2b7085fffb2e3dfc4eb9cddd33b323ccd576f28242d5e6a7851","235274247","1721753144","2024-07-23 16:45:44","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","53.051478","$52.99","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xa8f0cc65c2d3dd3815f939967503295f15ecce6d2009ccb8340aa7a48c915d74","235333800","1721768131","2024-07-23 20:55:31","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","53.19579","$53.13","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xa530c0d058624da5a161ec2e5bfb397a11eb6b6a96c3d13b93272c3a6dd69d33","235542928","1721820620","2024-07-24 11:30:20","0x8704ee9ab8622bbc25410c7d4717ed51f776c7f6","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","1.248708828573806959","$0.99","0x912ce59144191c1204e64559fe8253a0e49e6548","Arbitrum","ARB"
"0x72fee1683c2ea0e2b5c4d372bacff77dc7edf43651f0e5cd7a0bf696c6aa0b6b","235576530","1721829034","2024-07-24 13:50:34","0x063ed6f59bd44d8bc99c3b170a3d52b49dcbcfff","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","474.89","$475.15","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x2f6721380dd9901599981cae64767edf214802ace38ee6387cdcd63882991957","235611613","1721837843","2024-07-24 16:17:23","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","386.118183","$386.33","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x64978a6532628fd668cfbd613410ba28c6fce41e3123a4f4f83c5f7128f7b828","235689325","1721857357","2024-07-24 21:42:37","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","414.350155","$414.58","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xa60b26e7d71ee3e7eb9c788b7b459c7537b664633e6da66f2a51e6ca52a953d9","235710108","1721862591","2024-07-24 23:09:51","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","445.797288","$446.04","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xc2c60e96c6aa9f2a1812ea31cd196d4bc41fc79a366c5cd71fddc526262a4160","235747157","1721871929","2024-07-25 01:45:29","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x0a2854fbbd9b3ef66f17d47284e7f899b9509330","10","$10.00","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x8df6fe07d3a78e26fe10fe620059e6314fa2c0306e0db62c775a8c049063928c","235748442","1721872259","2024-07-25 01:50:59","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","478.518424","$478.63","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xff4f8dd98c5e4aadfc2f08add28dc0c4c09232d1a7030204fe09512b34751fe7","235948995","1721922568","2024-07-25 15:49:28","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","789.030581","$789.21","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x3ba92c67f49ff09c477f05589400e78ecaf47524b328f73ce997d26b6aca6586","236026773","1721942062","2024-07-25 21:14:22","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","755.791756","$755.96","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x25280ac1a32c35081428ed8a2a1f2ad2d27ffa11acaefa759efccf76dcb55b69","236083899","1721956473","2024-07-26 01:14:33","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","133.679444","$133.68","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xf49dd60d24d468e9e350f1acecaf457e9d8ab36f4ccd2a91e6dcee8dc764511f","236085829","1721956957","2024-07-26 01:22:37","0x9b64203878f24eb0cdf55c8c6fa7d08ba0cf77e5","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","59,330","N/A","0x1b54760965bdf615aae6056d335864e1889dc283","ERC-20 TOKEN*","ERC-20 TOKEN*"
"0x7d99659e1c5530a4da74196b16becd30922bdd834e1cdbe6fdb8c02ce90a8b9f","236234215","1721994158","2024-07-26 11:42:38","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","146.524623","$146.53","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xbb438ac083718ccd0b615c7d8717bf2300f61f27d9c57ed8095fb231b90769fa","236342528","1722021324","2024-07-26 19:15:24","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","322.28283","$322.29","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x962747be78ca421282998741d21df059d5457ebaacaad58841036cdd0b2a4aa2","236350660","1722023363","2024-07-26 19:49:23","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","658.02239","$658.03","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xcf4466c7eb44d253840724822fedfda9578d1c1085a2590f2a05778359c6b497","236353530","1722024084","2024-07-26 20:01:24","0x09400d9db990d5ed3f35d7be61dfaeb900af03c9","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","302.29758","$302.30","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x74b972e06eb519308e7b15f03609f6fe426e424a530e78dce3ed120098fa503e","236354777","1722024396","2024-07-26 20:06:36","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","655.019408","$655.03","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xce73b9d86008e1f1c7da81449b63d283ff1def4a8e7e66cae23ba8e55387d4cd","236634711","1722094665","2024-07-27 15:37:45","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","957.316991","$957.27","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x53af9a5c3ecb2df1b17e3f20e38270688f8b6357076cece5b2080c7ff6d1478f","236682439","1722106621","2024-07-27 18:57:01","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","957.461079","$957.41","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xeee1d7f927fba6e7bdc20732f466f969f255f86583450a55e63519f458da01e8","236706743","1722112722","2024-07-27 20:38:42","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","957.46107","$957.41","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x4c6b4e47e9a67fa135e5c77cd51da30786cbe8fc5d2c7bcf835bf1d85d7fac77","236819616","1722141080","2024-07-28 04:31:20","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","944.719247","$945.00","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xa0236f3bba543f06b184a860c9062c6bba09d0a7fe67d4d101e5fb2623f76c76","237433020","1722294906","2024-07-29 23:15:06","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","931.556256","$931.52","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x63af611460d3700ab2da3e94b357f9ff810401d9938f5416525578163b4c9094","237644941","1722348073","2024-07-30 14:01:13","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","943.349305","$941.50","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x39691acacc923448f1d8ccc18f0b71b611024e646c03bac116aadfd15b5c62ff","237652836","1722350061","2024-07-30 14:34:21","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","308.466947","$307.86","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x80c97a3b45892e4c69ef4ad8bdf8b3b1d83109e39fb801def07f77130979a185","237733179","1722370224","2024-07-30 20:10:24","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","344.633221","$343.96","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x03c64b5ae97daf79a310a59aed2cf2ce14136dafbc89e24f665a8da6d06c5f94","237741950","1722372427","2024-07-30 20:47:07","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","369.840828","$369.12","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xb95e7f6459c7f04c74bb9d0640a406d75fad87832db9d0503a915dfb09ba16cd","237743512","1722372818","2024-07-30 20:53:38","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0.0000053","$0.36","0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f","Wrapped BTC","WBTC"
"0xb95e7f6459c7f04c74bb9d0640a406d75fad87832db9d0503a915dfb09ba16cd","237743512","1722372818","2024-07-30 20:53:38","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","2.397808","$2.39","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xb95e7f6459c7f04c74bb9d0640a406d75fad87832db9d0503a915dfb09ba16cd","237743512","1722372818","2024-07-30 20:53:38","0x70d95587d40a2caf56bd97485ab3eec10bee6336","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0.000113067074188973","$0.38","0x82af49447d8a07e3bd95bd0d56f35241523fbab1","Wrapped Ether","WETH"
"0xb95e7f6459c7f04c74bb9d0640a406d75fad87832db9d0503a915dfb09ba16cd","237743512","1722372818","2024-07-30 20:53:38","0x70d95587d40a2caf56bd97485ab3eec10bee6336","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0.429675","$0.43","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xc681f16abe1a0b3d364ff97f8c44d042558a32fa1f41e6646fb023ba598ab814","237743691","1722372863","2024-07-30 20:54:23","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x0000000000000000000000000000000000000000","0.000113067074188973","$0.38","0x82af49447d8a07e3bd95bd0d56f35241523fbab1","Wrapped Ether","WETH"
"0x6a9e51b0aa4f058c03f5cb02a46f0f1edb04420b377e6f58dc84a8ca6995a568","237743780","1722372886","2024-07-30 20:54:46","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x0a2854fbbd9b3ef66f17d47284e7f899b9509330","0.0000053","$0.36","0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f","Wrapped BTC","WBTC"
"0x7fe987c8ed20dc46bc1e151942f15d3766290cc30c8cfc65f79c11417db695f4","237744306","1722373018","2024-07-30 20:56:58","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x0a2854fbbd9b3ef66f17d47284e7f899b9509330","2.984587807955819076","$2.11","0x912ce59144191c1204e64559fe8253a0e49e6548","Arbitrum","ARB"
"0x0a2a734d40afe0b5c51d632c32aef7e1138b18ac4779cbda900c4aa1ec5d4803","237854278","1722400568","2024-07-31 04:36:08","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","339.983612","$339.97","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xbe39d1f3bcc9395f381a8f57c232384d79fb45fd91b574ba928c793088185f3d","237947605","1722423941","2024-07-31 11:05:41","0x8704ee9ab8622bbc25410c7d4717ed51f776c7f6","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","8.004089462048888217","$5.41","0x912ce59144191c1204e64559fe8253a0e49e6548","Arbitrum","ARB"
"0xee632d859027a294aba774b9494857309676e05a101d369a2763c31c70867b57","238126940","1722468937","2024-07-31 23:35:37","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","393.902571","$393.89","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xbd08c4a6af508106158a8e22e48f81d80fcc49d7e9f84e362afb0c50802a64c5","238129180","1722469497","2024-07-31 23:44:57","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","242.176766","$242.17","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x986fe8d0dc8ec3908e9eb64c243fc56b149055123e1ecee9c42b1915b77bdb70","238140402","1722472308","2024-08-01 00:31:48","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","293.822855","$293.73","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x4a68e7e8d284d9cfae252027fc4b783da5c385fe5563762621d222d638968c40","238155658","1722476128","2024-08-01 01:35:28","0x70d95587d40a2caf56bd97485ab3eec10bee6336","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","364.243791","$364.13","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xd0050c2525fc039ce3a20d5d5587d0bd2babb6d3547dffe0b4bd955f830089af","238162630","1722477878","2024-08-01 02:04:38","0x47c031236e19d024b42f8ae6780e44a573170703","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","321.522468","$321.42","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x8496b13e1e49eed1fdc0e5081d323a6b2e4ee445e04502f23d5efa97b1beca2d","238167276","1722479044","2024-08-01 02:24:04","0x09400d9db990d5ed3f35d7be61dfaeb900af03c9","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","268.555058","$268.47","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x0cea0861a6f2f4a727ff910c4e63288fdf8d419424ebad57bc8f5e02504e5d25","238341153","1722522629","2024-08-01 14:30:29","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","337.965177","$337.86","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0x8df26af673bca15c0659a4e791975d235add274e4b6adb2e53e8bf928002a9f3","238341434","1722522700","2024-08-01 14:31:40","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","0x31ef83a530fde1b38ee9a18093a333d8bbbc40d5","184.390587","$184.33","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
"0xa7f98189accf02e0744279eba25d123299917b3e0f02d9f3ed6273c307e2613e","238348227","1722524405","2024-08-01 15:00:05","0x09400d9db990d5ed3f35d7be61dfaeb900af03c9","0x0a8dd68e974c371a6a6efe95cfa22a200eb7afcc","206.948913","$206.88","0xaf88d065e77c8cc2239327c5edb3a432268e5831","USD Coin","USDC"
